Protein;Np;Young WT 1;Young WT 2;Old WT 1;Old WT 2;Ht pro 1;Ht pro 2;Hm pro 1;Hm pro 2;Mean z Young WT;Mean z Old WT;Mean z Ht pro;Mean z Hm pro;∆ mean z Old WT;∆ mean z Ht pro;∆ mean z Hm pro;P value Old WT;P value Ht pro;P value Hm pro;Change Old WT;Change Ht pro;Change Hm pro;Artifact
>sp|Q7TPS5|C2CD5_MOUSE C2 domain-containing protein 5 OS=Mus musculus GN=C2cd5 PE=1 SV=2;2;0.226120182;-0.152687823;-1.34679533;-0.534707798;-0.184083827;-0.194603179;0.054094591;0.349159265;0.0367161795;-0.940751564;-0.189343503;0.201626928;-0.9774677435;-0.2260596825;0.1649107485;0.109089316882807;0.684719004319179;0.766434916831645;0;0;0;FALSE
>sp|Q3UHD1|BAI1_MOUSE Brain-specific angiogenesis inhibitor 1 OS=Mus musculus GN=Bai1 PE=1 SV=1;6;-0.015393411;0.039905438;-1.158179558;-0.77723805;-0.160655121;-0.544555753;0.197232486;0.025393835;0.0122560135;-0.967708804;-0.352605437;0.1113131605;-0.9799648175;-0.3648614505;0.099057147;0.0878765050362579;0.485565313285458;0.847338491499279;0;0;0;FALSE
>sp|Q9CR23|TMEM9_MOUSE Transmembrane protein 9 OS=Mus musculus GN=Tmem9 PE=1 SV=1;1;-0.6427723;0.655864139;-1.863976963;-0.083898382;1.063932185;1.151224345;-0.102203264;0.521054599;0.0065459195;-0.9739376725;1.107578265;0.2094256675;-0.980483592;1.1010323455;0.202879748;0.24133378201405;0.193640121068434;0.799014985716346;0;0;0;FALSE
>tr|A0A140LIW3|A0A140LIW3_MOUSE Protein Frmpd3 OS=Mus musculus GN=Frmpd3 PE=1 SV=1;3;0.163506797;-0.229018358;-1.103164921;-0.923348694;-0.223829219;-1.925406967;0.35418255;1.405737785;-0.0327557805;-1.0132568075;-1.074618093;0.8799601675;-0.980501027;-1.0418623125;0.912715948;0.213251216314899;0.188959432244542;0.2432357158508;0;0;0;FALSE
>tr|E9PYG6|E9PYG6_MOUSE Protein Rasa1 OS=Mus musculus GN=Rasa1 PE=1 SV=1;3;-1.957133845;1.797760578;-0.492845215;-1.63223482;-0.548387685;-0.289213645;0.172999658;-0.116535007;-0.0796866334999999;-1.0625400175;-0.418800665;0.0282323255;-0.982853384;-0.3391140315;0.107918959;0.417688455974509;0.775129535973121;0.927367128915887;0;0;0;FALSE
>sp|Q6NZL0|SOGA3_MOUSE Protein SOGA3 OS=Mus musculus GN=Soga3 PE=1 SV=2;22;0.517919794;-0.199385386;-1.329338479;-0.322889408;-0.930819601;-0.222010524;-1.653172675;-0.901579059;0.159267204;-0.8261139435;-0.5764150625;-1.277375867;-0.9853811475;-0.7356822665;-1.436643071;0.164139878588468;0.284379791568743;0.0574904484277767;0;0;0;FALSE
>sp|Q8VHI6|WASF3_MOUSE Wiskott-Aldrich syndrome protein family member 3 OS=Mus musculus GN=Wasf3 PE=1 SV=1;7;0.479142097;-0.491416629;-1.412600931;-0.571877845;-0.222422234;-0.213726837;-0.835886491;-0.305807929;-0.006137266;-0.992239388;-0.2180745355;-0.57084721;-0.986102122;-0.2119372695;-0.564709944;0.142309940421356;0.733392314056497;0.376007194281257;0;0;0;FALSE
>sp|Q9D2N4|DTNA_MOUSE Dystrobrevin alpha OS=Mus musculus GN=Dtna PE=1 SV=2;11;-0.637730413;0.659482511;-0.791569384;-1.16082225;-1.133478427;-1.534017644;-1.309555362;-0.576067467;0.010876049;-0.976195817;-1.3337480355;-0.9428114145;-0.987071866;-1.3446240845;-0.9536874635;0.161067428588068;0.069846100550085;0.173808474420854;0;0;0;FALSE
>sp|Q9Z2U1|PSA5_MOUSE Proteasome subunit alpha type-5 OS=Mus musculus GN=Psma5 PE=1 SV=1;7;0.042001039;-0.050768046;-1.277214685;-0.708356761;0.395328373;0.70301205;0.981933595;1.027155848;-0.0043835035;-0.992785723;0.5491702115;1.0045447215;-0.9884022195;0.553553715;1.008928225;0.0894075809948445;0.307123704577221;0.0841445936839263;0;0;0;FALSE
>tr|G5E8G3|G5E8G3_MOUSE MCG9827 OS=Mus musculus GN=Opcml PE=1 SV=1;2;0.270102233;-0.22299041;-1.275534439;-0.654418593;-1.193798109;0.23010987;-0.534212941;0.030858635;0.0235559115;-0.964976516;-0.4818441195;-0.251677153;-0.9885324275;-0.505400031;-0.2752330645;0.174784598642204;0.465951489186336;0.687288005130126;0;0;0;FALSE
>sp|Q8R105|VP37C_MOUSE Vacuolar protein sorting-associated protein 37C OS=Mus musculus GN=Vps37c PE=1 SV=1;2;-0.909174054;0.919343759;-0.96876229;-0.998939023;-1.000296817;-0.166691747;-0.761394069;-0.954566862;0.00508485250000001;-0.9838506565;-0.583494282;-0.8579804655;-0.988935509;-0.5885791345;-0.863065318;0.206691131073075;0.435346515764479;0.264129828381546;0;0;0;FALSE
>sp|Q8VE47|UBA5_MOUSE Ubiquitin-like modifier-activating enzyme 5 OS=Mus musculus GN=Uba5 PE=1 SV=2;6;-0.443050874;0.395414935;-0.612218384;-1.413505846;-0.656712087;-0.89555685;-1.535323183;-1.25250188;-0.0238179695;-1.012862115;-0.7761344685;-1.3939125315;-0.9890441455;-0.752316499;-1.370094562;0.126222201538747;0.228711841759181;0.0468687775519978;0;0;0;FALSE
>sp|Q6PD19|CJ076_MOUSE UPF0668 protein C10orf76 homolog OS=Mus musculus PE=1 SV=2;1;-0.448735957;0.487934648;-1.232437632;-0.707476987;-0.990576522;-0.765602347;-1.004306676;-0.675555434;0.0195993455;-0.9699573095;-0.8780894345;-0.839931055;-0.989556655;-0.89768878;-0.8595304005;0.120204770700183;0.152713719368972;0.168483917964976;0;0;0;FALSE
>sp|Q8JZK9|HMCS1_MOUSE Hydroxymethylglutaryl-CoA synthase, cytoplasmic OS=Mus musculus GN=Hmgcs1 PE=1 SV=1;7;-0.843519754;0.883335228;-1.047155742;-0.894481807;-0.661173774;-1.190404071;-1.724225852;-0.465079875;0.019907737;-0.9708187745;-0.9257889225;-1.0946528635;-0.9907265115;-0.9456966595;-1.1145606005;0.227236789050654;0.2469471494089;0.17995880207272;0;0;0;FALSE
>sp|Q9Z0H3|SNF5_MOUSE SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily B member 1 OS=Mus musculus GN=Smarcb1 PE=1 SV=1;1;-2.019325196;1.755116301;-1.293352219;-0.952313391;-1.596087622;-1.099986225;-0.844915552;-1.927476339;-0.1321044475;-1.122832805;-1.3480369235;-1.3861959455;-0.9907283575;-1.215932476;-1.254091498;0.416877820886415;0.324709859835245;0.310804582138809;0;0;0;FALSE
>tr|Q61710|Q61710_MOUSE IB3/5-polypeptide OS=Mus musculus GN=Cntrl PE=2 SV=1;1;1.138984321;-1.158429099;-1.36686247;-0.637970314;-0.369628092;-0.25719406;-1.330947448;0.514614957;-0.009722389;-1.002416392;-0.313411076;-0.4081662455;-0.992694003;-0.303688687;-0.3984438565;0.320774094878366;0.753541637320472;0.681169233400042;0;0;0;FALSE
>sp|Q923P0|COKA1_MOUSE Collagen alpha-1(XX) chain OS=Mus musculus GN=Col20a1 PE=2 SV=3;1;0.078815171;-0.02485139;-0.931506276;-1.000011107;-0.553036235;0.140574946;1.270981147;1.140659075;0.0269818905;-0.9657586915;-0.2062306445;1.205820111;-0.992740582;-0.233212535;1.1788382205;0.0912753361598147;0.660593585897312;0.0529439889795843;0;0;0;FALSE
>sp|Q9Z0M3|CAD20_MOUSE Cadherin-20 OS=Mus musculus GN=Cdh20 PE=2 SV=1;1;-0.284779337;0.338451176;-0.827861391;-1.10474159;-1.008675763;-0.808191914;-1.177415713;-0.037681;0.0268359195;-0.9663014905;-0.9084338385;-0.6075483565;-0.99313741;-0.935269758;-0.634384276;0.135731040213751;0.15652366619716;0.317889458756178;0;0;0;FALSE
>tr|Q5M9K9|Q5M9K9_MOUSE 60S ribosomal protein L31 OS=Mus musculus GN=Rpl31 PE=1 SV=1;5;0.223348036;-0.214324224;-1.294442198;-0.686847915;-0.606629019;-1.269404169;-0.793494896;-0.911409578;0.004511906;-0.9906450565;-0.938016594;-0.852452237;-0.9951569625;-0.9425285;-0.856964143;0.108185434177224;0.124822931606418;0.157132467887155;0;0;0;FALSE
>sp|Q9CXJ1|SYEM_MOUSE Probable glutamate--tRNA ligase, mitochondrial OS=Mus musculus GN=Ears2 PE=1 SV=1;1;1.500282848;-1.589780341;-1.310027651;-0.769786647;-0.483328995;0.49588009;-0.251742757;0.582031443;-0.0447487465;-1.039907149;0.00627554750000001;0.165144343;-0.9951584025;0.0510242940000001;0.2098930895;0.357450267885477;0.961166309011523;0.841470365606175;0;0;0;FALSE
>sp|E9Q401|RYR2_MOUSE Ryanodine receptor 2 OS=Mus musculus GN=Ryr2 PE=1 SV=1;48;-0.236582244;0.232550356;-0.862841644;-1.131553821;-1.166826862;0.062962969;0.347246113;-0.758006398;-0.00201594399999999;-0.9971977325;-0.5519319465;-0.2053801425;-0.9951817885;-0.5499160025;-0.2033641985;0.173789408740117;0.43100606046984;0.766443422760441;0;0;0;FALSE
>sp|Q9CR95|NECP1_MOUSE Adaptin ear-binding coat-associated protein 1 OS=Mus musculus GN=Necap1 PE=1 SV=2;7;0.361188792;-0.357776989;-1.193865067;-0.793461609;-0.028760972;0.60108537;-0.099257135;0.405779151;0.0017059015;-0.993663338;0.286162199;0.153261008;-0.9953692395;0.2844562975;0.1515551065;0.118979123689626;0.62813967225818;0.795129294881001;0;0;0;FALSE
>sp|P63101|1433Z_MOUSE 14-3-3 protein zeta/delta OS=Mus musculus GN=Ywhaz PE=1 SV=1;17.5;1.385393296;-1.558748831;-2.256653378;0.092033215;-0.29660851;1.634974044;-0.048669886;0.7469695;-0.0866777675;-1.0823100815;0.669182767;0.349149807;-0.995632314;0.7558605345;0.4358275745;0.44465467500362;0.558193957003346;0.733506238798894;0;0;0;FALSE
>sp|Q9QYC0|ADDA_MOUSE Alpha-adducin OS=Mus musculus GN=Add1 PE=1 SV=2;27;1.092586431;-1.165984641;-1.680185912;-0.385269598;0.392069103;1.00780008;-0.487532243;1.065613055;-0.0366991050000001;-1.032727755;0.6999345915;0.289040406;-0.99602865;0.7366336965;0.325739511;0.325360392296189;0.459932877260613;0.739813139973358;0;0;0;FALSE
>sp|P11859|ANGT_MOUSE Angiotensinogen OS=Mus musculus GN=Agt PE=1 SV=1;1;-1.706806448;1.521608546;-1.039653187;-1.140142884;-0.729002558;-1.172851931;0.265196095;-0.219747063;-0.092598951;-1.0898980355;-0.9509272445;0.022724516;-0.9972990845;-0.8583282935;0.115323467;0.346590253909423;0.414071994839184;0.910475571679208;0;0;0;FALSE
>tr|Q3ULU3|Q3ULU3_MOUSE Branched-chain-amino-acid aminotransferase OS=Mus musculus GN=Bcat2 PE=1 SV=1;2;0.096174839;-0.05363127;-0.906712845;-1.046122502;-0.630323437;0.084083069;-0.042591164;0.0870611;0.0212717845;-0.9764176735;-0.273120184;0.022234968;-0.997689458;-0.2943919685;0.000963183500000003;0.0919190597718385;0.583687569214914;0.998553447108214;0;0;0;FALSE
>sp|Q8CGE9|RGS12_MOUSE Regulator of G-protein signaling 12 OS=Mus musculus GN=Rgs12 PE=1 SV=2;2;-1.699490821;1.312091103;-1.337024138;-1.045962988;-1.923942531;-0.778684541;-0.728843929;-0.557752137;-0.193699859;-1.191493563;-1.351313536;-0.643298033;-0.997793704;-1.157613677;-0.449598174;0.340350590579056;0.273860610473799;0.659035625743129;0;0;0;FALSE
>tr|K7N6U5|K7N6U5_MOUSE Protein Vmn2r78 OS=Mus musculus GN=Vmn2r78 PE=3 SV=1;1;-2.453899439;2.044501978;-1.591786956;-0.815071408;-0.563758589;-0.114017686;0.9942623;0.251505636;-0.2046987305;-1.203429182;-0.3388881375;0.622883968;-0.9987304515;-0.134189407;0.8275826985;0.471579664649164;0.921480025936449;0.548460231941395;0;0;0;FALSE
>sp|Q9CQE1|NPS3B_MOUSE Protein NipSnap homolog 3B OS=Mus musculus GN=Nipsnap3b PE=1 SV=1;5;0.398441157;-0.170049108;-1.327274356;-0.442109639;-0.280814051;-0.303933298;0.091458113;-0.071042117;0.1141960245;-0.8846919975;-0.2923736745;0.010207998;-0.998888022;-0.406569699;-0.1039880265;0.111213069629532;0.483340223209787;0.855306796769116;0;0;0;FALSE
>sp|Q91ZW3|SMCA5_MOUSE SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5 OS=Mus musculus GN=Smarca5 PE=1 SV=1;4;-0.779987174;0.832464282;-0.936641123;-1.01184307;-1.072334163;-1.952275413;-1.394865919;-1.051081427;0.026238554;-0.9742420965;-1.512304788;-1.222973673;-1.0004806505;-1.538543342;-1.249212227;0.185699654353489;0.058226046809841;0.109323424502656;0;0;0;FALSE
>sp|P47739|AL3A1_MOUSE Aldehyde dehydrogenase, dimeric NADP-preferring OS=Mus musculus GN=Aldh3a1 PE=1 SV=2;1;-0.82736796;0.818783572;-0.803077635;-1.207311155;-1.354909931;-0.850545327;-0.507730564;-0.674489559;-0.00429219400000003;-1.005194395;-1.102727629;-0.5911100615;-1.000902201;-1.098435435;-0.5868178675;0.175494393886833;0.141976339234436;0.40674968298975;0;0;0;FALSE
>sp|Q9CZN4|SHSA9_MOUSE Protein shisa-9 OS=Mus musculus GN=Shisa9 PE=1 SV=2;1;-0.525278171;0.555929702;-0.812240864;-1.161368736;-1.466902742;-0.670495071;-0.379020416;-0.549400257;0.0153257655;-0.9868048;-1.0686989065;-0.4642103365;-1.0021305655;-1.084024672;-0.479536102;0.13764400063913;0.112622001889917;0.44966991719822;0;0;0;FALSE
>sp|Q9ER73|ELP4_MOUSE Elongator complex protein 4 OS=Mus musculus GN=Elp4 PE=1 SV=2;4;-0.701156699;0.725335191;-1.147699141;-0.832770738;-0.755192331;-0.881079593;0.101094184;-0.390550745;0.012089246;-0.9902349395;-0.818135962;-0.1447282805;-1.0023241855;-0.830225208;-0.1568175265;0.151587081395463;0.224544299381601;0.80883086860599;0;0;0;FALSE
>sp|Q9D3A8|CAPON_MOUSE Carboxyl-terminal PDZ ligand of neuronal nitric oxide synthase protein OS=Mus musculus GN=Nos1ap PE=1 SV=3;1;-2.745107656;2.155316872;0.488530756;-3.084468941;0.022675779;-1.22267651;0.970247648;-0.027795054;-0.294895392;-1.2979690925;-0.6000003655;0.471226297;-1.0030737005;-0.3051049735;0.766121689;0.577920692939565;0.864213254571961;0.66938413896871;0;0;0;FALSE
>sp|Q8VCX5|MICU1_MOUSE Calcium uptake protein 1, mitochondrial OS=Mus musculus GN=Micu1 PE=1 SV=1;5;1.352770633;-0.332944217;0.131266722;-1.122168291;-1.223586165;0.166747534;0.398757972;0.939895249;0.509913208;-0.4954507845;-0.5284193155;0.6693266105;-1.0053639925;-1.0383325235;0.1594134025;0.263262475988118;0.249288707803509;0.852716837094704;0;0;0;FALSE
>sp|Q9Z2W9|GRIA3_MOUSE Glutamate receptor 3 OS=Mus musculus GN=Gria3 PE=1 SV=2;17;1.085552508;-0.664112302;-1.303978694;-0.286929641;-0.285500555;1.542687134;0.153275701;0.967861148;0.210720103;-0.7954541675;0.6285932895;0.5605684245;-1.0061742705;0.4178731865;0.3498483215;0.293450734394434;0.651796380921178;0.704947210552987;0;0;0;FALSE
>tr|Q91VA7|Q91VA7_MOUSE Isocitrate dehydrogenase [NAD] subunit, mitochondrial OS=Mus musculus GN=Idh3b PE=1 SV=1;20;0.786458477;-0.53474699;-1.092147253;-0.668875273;-0.184776238;0.880788915;-0.138438516;0.429334253;0.1258557435;-0.880511263;0.3480063385;0.1454478685;-1.0063670065;0.222150595;0.019592125;0.180092021217647;0.752420100582345;0.977724323197636;0;0;0;FALSE
>sp|A2A432|CUL4B_MOUSE Cullin-4B OS=Mus musculus GN=Cul4b PE=1 SV=1;8;0.833981715;-0.777281265;-0.771916182;-1.184742321;0.31016096;-0.215124932;-0.683126675;0.103024082;0.028350225;-0.9783292515;0.047518014;-0.2900512965;-1.0066794765;0.019167789;-0.3184015215;0.18794755597464;0.978651912436635;0.65897716547479;0;0;0;FALSE
>sp|Q7TQH0|ATX2L_MOUSE Ataxin-2-like protein OS=Mus musculus GN=Atxn2l PE=1 SV=1;8;0.432737142;-0.39568369;-1.28745112;-0.69050595;-0.230990424;0.096781268;-0.241812114;-0.849437355;0.018526726;-0.988978535;-0.067104578;-0.5456247345;-1.007505261;-0.085631304;-0.5641514605;0.121603641732032;0.885518433961175;0.357662884216035;0;0;0;FALSE
>sp|P11627|L1CAM_MOUSE Neural cell adhesion molecule L1 OS=Mus musculus GN=L1cam PE=1 SV=1;15;1.615848348;-1.783550537;-1.972362481;-0.210939592;0.243635401;-0.042202104;0.045855443;0.418521964;-0.0838510945;-1.0916510365;0.1007166485;0.2321887035;-1.007799942;0.184567743;0.316039798;0.398412760993436;0.873935573169393;0.786240900420279;0;0;0;FALSE
>sp|Q0VBF8|STUM_MOUSE Protein stum homolog OS=Mus musculus PE=1 SV=1;3;-0.757700112;0.953789744;-1.092775091;-0.728436346;-1.617958448;-0.690360807;-0.06747786;0.306690737;0.098044816;-0.9106057185;-1.1541596275;0.1196064385;-1.0086505345;-1.2522044435;0.0215616225;0.198373801715571;0.120878623351214;0.976659213526282;0;0;0;FALSE
>tr|Q9D927|Q9D927_MOUSE Putative uncharacterized protein OS=Mus musculus GN=1810009N02Rik PE=2 SV=1;1;-1.999482183;1.732288859;0.19744787;-2.484980254;-1.059122163;-0.34381307;-0.199310797;-0.762499715;-0.133596662;-1.143766192;-0.7014676165;-0.480905256;-1.01016953;-0.5678709545;-0.347308594;0.469771697333618;0.680544369896894;0.800428621492733;0;0;0;FALSE
>sp|Q61189|ICLN_MOUSE Methylosome subunit pICln OS=Mus musculus GN=Clns1a PE=1 SV=1;2;-0.729446218;0.747637754;-1.203980822;-0.798250416;-0.934638568;-1.916766855;-1.477670087;-1.289952249;0.009095768;-1.001115619;-1.4257027115;-1.383811168;-1.010211387;-1.4347984795;-1.392906936;0.177583350499441;0.0704335037796927;0.0772553746177431;0;0;0;FALSE
>sp|Q920Q4|VPS16_MOUSE Vacuolar protein sorting-associated protein 16 homolog OS=Mus musculus GN=Vps16 PE=1 SV=3;4;-0.963898343;1.013782716;-0.349228665;-1.623214906;-1.087755964;-1.44850376;-0.557490217;-1.931478898;0.0249421865;-0.9862217855;-1.268129862;-1.2444845575;-1.011163972;-1.2930720485;-1.269426744;0.280210941458744;0.177934196109178;0.185019937221713;0;0;0;FALSE
>sp|Q9QXG2|RAE1_MOUSE Rab proteins geranylgeranyltransferase component A 1 OS=Mus musculus GN=Chm PE=1 SV=1;6.5;0.268370039;-0.236819966;-1.182239061;-0.810594716;-0.67477137;-0.127643012;0.07405867;0.009403;0.0157750365;-0.9964168885;-0.401207191;0.041730835;-1.012191925;-0.4169822275;0.0259557985;0.0925029505444157;0.449801611879187;0.961679090435546;0;0;0;FALSE
>sp|Q3UE31|K0930_MOUSE Uncharacterized protein KIAA0930 homolog OS=Mus musculus PE=1 SV=2;1;-0.798246782;0.795078273;-1.367992374;-0.659929645;0.092843678;-1.18257676;-1.157436143;-1.471511235;-0.00158425449999999;-1.0139610095;-0.544866541;-1.314473689;-1.012376755;-0.5432822865;-1.3128894345;0.215550620706903;0.489185185860627;0.120505281133781;0;0;0;FALSE
>tr|Q3UK51|Q3UK51_MOUSE Putative uncharacterized protein OS=Mus musculus GN=Ptcd3 PE=2 SV=1;1;0.979872053;-0.981257205;-0.917223737;-1.109580453;0.377291575;0.082104391;0.0699367;0.855363211;-0.000692576;-1.013402095;0.229697983;0.4626499555;-1.012709519;0.230390559;0.4633425315;0.210790298123647;0.763471963253376;0.549038224531857;0;0;0;FALSE
>sp|P49446|PTPRE_MOUSE Receptor-type tyrosine-protein phosphatase epsilon OS=Mus musculus GN=Ptpre PE=1 SV=3;2;-0.44459591;0.50512101;0.426563914;-2.392851544;-0.438785059;-0.538069045;-0.135179285;-0.11367981;0.03026255;-0.983143815;-0.488427052;-0.1244295475;-1.013406365;-0.518689602;-0.1546920975;0.304773536044919;0.588885773974216;0.870696058683586;0;0;0;FALSE
>sp|P47753|CAZA1_MOUSE F-actin-capping protein subunit alpha-1 OS=Mus musculus GN=Capza1 PE=1 SV=4;7;-0.649531061;0.70698372;-1.408118937;-0.563321971;0.16563416;0.017390265;0.258109158;0.088457401;0.0287263295;-0.985720454;0.0915122125;0.1732832795;-1.0144467835;0.062785883;0.14455695;0.153937304418093;0.924117555502524;0.826662877642967;0;0;0;FALSE
>sp|Q8VC42|MIC1_MOUSE Uncharacterized protein C18orf8 homolog OS=Mus musculus GN=Mic1 PE=2 SV=1;4;-2.141179335;1.956003897;0.244301656;-2.459117774;-1.889384608;-1.21486357;-0.829866772;-1.296788477;-0.092587719;-1.107408059;-1.552124089;-1.0633276245;-1.01482034;-1.45953637;-0.9707399055;0.490295940256014;0.329727175832374;0.50871631415583;0;0;0;FALSE
>sp|P41438|S19A1_MOUSE Folate transporter 1 OS=Mus musculus GN=Slc19a1 PE=1 SV=1;1;2.602355113;-3.179697299;-2.036570934;-0.57127855;1.611374355;0.537272693;-2.163333911;-1.240897249;-0.288671093;-1.303924742;1.074323524;-1.70211558;-1.015253649;1.362994617;-1.413444487;0.565527550318327;0.444738819024749;0.428794219320436;0;0;0;FALSE
>sp|Q6NZM9|HDAC4_MOUSE Histone deacetylase 4 OS=Mus musculus GN=Hdac4 PE=1 SV=1;1;-1.438584168;1.317008399;-0.800094226;-1.353806135;-0.910892636;-0.433864937;-0.457282654;0.470623038;-0.0607878844999999;-1.0769501805;-0.6723787865;0.00667019199999999;-1.016162296;-0.611590902;0.0674580764999999;0.305902384601378;0.52776842561781;0.943661989634011;0;0;0;FALSE
>tr|E0CXB3|E0CXB3_MOUSE Protein 2010300C02Rik (Fragment) OS=Mus musculus GN=2010300C02Rik PE=1 SV=1;1;0.264887942;-0.261434498;-1.628379683;-0.403849859;-0.995961106;0.058229133;-0.693035032;0.977549918;0.00172672199999999;-1.016114771;-0.4688659865;0.142257443;-1.017841493;-0.4705927085;0.140530721;0.235917536620148;0.568205068898747;0.863199759289074;0;0;0;FALSE
>sp|G3UYX5|RGS22_MOUSE Regulator of G-protein signaling 22 OS=Mus musculus GN=Rgs22 PE=1 SV=1;1;0.36496991;-0.304146278;-0.93832746;-1.044049538;0.023781125;-0.030794967;0.043398922;-0.019485553;0.030411816;-0.991188499;-0.003506921;0.0119566845;-1.021600315;-0.033918737;-0.0184551315;0.0822906656578483;0.948393095494754;0.971903910948657;0;0;0;FALSE
>sp|Q9JMH7|NEUR3_MOUSE Sialidase-3 OS=Mus musculus GN=Neu3 PE=1 SV=1;1;-1.266597997;1.166483272;-2.315077168;0.171571874;-0.422074214;-0.490472823;-0.10903827;0.236368426;-0.0500573625;-1.071752647;-0.4562735185;0.063665078;-1.0216952845;-0.406216156;0.1137224405;0.356547111095071;0.706635613692608;0.915679028640932;0;0;0;FALSE
>sp|Q9QYR7|ACOT3_MOUSE Acyl-coenzyme A thioesterase 3 OS=Mus musculus GN=Acot3 PE=1 SV=1;3;-0.22643898;0.322422861;-0.706845096;-1.240954439;-0.245369062;-0.693579727;-0.505681661;-0.624384392;0.0479919405;-0.9738997675;-0.4694743945;-0.5650330265;-1.021891708;-0.517466335;-0.613024967;0.0934862659723681;0.35951467363697;0.28335128076784;0;0;0;FALSE
>sp|A8Y5H7|S14L1_MOUSE SEC14-like protein 1 OS=Mus musculus GN=Sec14l1 PE=1 SV=1;2;-0.070254545;0.145031762;-0.047520412;-1.921648765;-1.113402633;-0.414316807;1.235417638;0.207189769;0.0373886085;-0.9845845885;-0.76385972;0.7213037035;-1.021973197;-0.8012483285;0.683915095;0.220249439068532;0.326589156288575;0.398002205169865;0;0;0;FALSE
>sp|Q8BL66|EEA1_MOUSE Early endosome antigen 1 OS=Mus musculus GN=Eea1 PE=1 SV=2;32;-0.102290927;0.143757808;-1.528997395;-0.474677245;-0.895336088;-0.733280079;-1.164268567;-1.206146349;0.0207334405;-1.00183732;-0.8143080835;-1.185207458;-1.0225707605;-0.835041524;-1.2059408985;0.106547410785161;0.174635823178183;0.0651229672474934;0;0;0;FALSE
>sp|O35621|PMM1_MOUSE Phosphomannomutase 1 OS=Mus musculus GN=Pmm1 PE=1 SV=1;6;0.084998709;-0.08905885;-0.913949206;-1.135776146;-0.574950512;0.927605935;1.025359752;1.304311888;-0.00203007049999999;-1.024862676;0.1763277115;1.16483582;-1.0228326055;0.178357782;1.1668658905;0.145237899038383;0.783758673059207;0.103555867939059;0;0;0;FALSE
>sp|Q5SW19|CLU_MOUSE Clustered mitochondria protein homolog OS=Mus musculus GN=Cluh PE=1 SV=2;6;-1.072547366;0.896504839;-0.517162202;-1.704980234;-1.703075308;-0.592165533;0.254103483;0.131446779;-0.0880212635;-1.111071218;-1.1476204205;0.192775131;-1.0230499545;-1.059599157;0.2807963945;0.253450080140596;0.238415136952495;0.743043028246371;0;0;0;FALSE
>tr|Q3UQ71|Q3UQ71_MOUSE Putative uncharacterized protein OS=Mus musculus GN=Ephx2 PE=2 SV=1;1;-0.803983194;0.795614393;-0.733890599;-1.327889951;1.098791557;1.855298952;0.877419378;1.817998294;-0.00418440049999996;-1.030890275;1.4770452545;1.347708836;-1.0267058745;1.481229655;1.3518932365;0.199519522477893;0.0798869511187113;0.104082982294465;0;0;0;FALSE
